-0.45144242	-0.8970884	-0.5426973	0.28059068	0.3232658	0.3633511	0.89366746	0.17960627	-0.32847628	0.16503069	0.34448823	0.15131101	-0.075418346	-0.58439	0.21295278	-0.84429425	0.22788523	-0.2862816	0.12231985	-0.019028232	-0.12713854	0.046782885	-0.19803694	-0.21263473	0.013187465	-0.28451788	0.008725802	-0.1131072	0.10062334	0.25254777	0.072406396	-0.014245713	-0.2191888	-0.12031225	-0.1837237	0.055685308	-0.35227898	-0.077570066	-0.026285585	0.016064731	-0.16826542	0.07142058	0.1372898	-0.01120389	0.037197303	-0.07646738	0.033637125	-0.034741476	-0.08983935	-0.26380238	0.023346374	0.16255136	-0.11639761	0.08883322	-0.062907346	-0.16348374	-0.06908232	0.08152533	-0.09003272	0.017871454	-0.0813777	0.062257692	0.019935686	0.09578658	0.107579574	-0.103002116	-0.22443487	-0.005803524	-0.049879726	-0.020415904	0.2543226	0.0949787	0.0942049	-0.11855832	-0.19571643	0.1406212	0.07328374	0.06488867	-0.05428419	-0.00033479312	0.029025652	0.11750245	-0.005383132	0.025035713	0.013849444	0.070245534	0.083507486	0.006673278	-0.08935838	0.14095274	-0.040892348	-0.046530157	0.056057457	0.043130375	-0.12633829	-0.06503264	-0.08738149	-0.061535377	0.056046456	-0.20284437	

-0.6024713	0.29253557	-0.51711607	-0.14447026	-0.19292907	-0.19187431	0.4721362	-0.47103176	0.5790058	-0.8456587	0.6302263	-0.1600728	0.032948542	0.06325746	-0.15736628	-0.14760719	-0.1558845	-0.19667643	-0.6332577	-0.11303092	-0.4237916	-0.27610967	0.32870987	0.4282687	-0.7125515	0.16516586	-0.045440864	-0.31316364	-0.012017304	0.05784187	-0.09672107	-0.07451496	-0.13316196	-0.32955933	-0.18571244	-0.010023859	0.36363423	-0.18763778	0.25051653	-0.0046897675	0.12075957	0.21880822	0.13789982	-0.10546145	0.22870077	0.031735506	-0.20784172	0.045753803	-0.5856108	0.11732715	0.401878	-0.100533605	-0.018288389	-0.14892375	-0.17627338	-0.056664098	0.19857505	-0.510886	0.30444634	0.09697675	0.044370733	0.15270193	-0.067000076	-0.14125778	-0.0602103	-0.003008734	-0.21384844	-0.017791566	0.318063	-0.06212957	0.009946579	-0.051991068	-0.26964185	-0.2134628	0.05138644	0.110968225	0.2999865	0.09257007	-0.015052147	0.36877412	-0.15039735	0.055016577	-0.19531326	-0.10251285	-0.2718702	-0.31118873	0.076339655	0.10785126	-0.23120868	0.08884478	-0.01117139	-0.26319307	0.026853723	-0.11048812	0.04598497	0.14817075	0.065319866	-0.097985335	0.015377338	0.12523383	

-1.3473121	-1.0239165	0.67115146	-0.31565377	-0.53301764	-0.48708445	0.62612784	0.34593922	-0.33236814	0.345255	-0.24811396	-0.37739065	0.23573859	0.036677472	-0.46417543	-0.1181179	0.025476605	0.1689397	-0.06531212	-0.047762044	0.00784892	-0.04380837	-0.15022187	0.23594134	-0.17067225	0.415018	0.16150363	-0.35543215	0.13944806	-0.31226584	0.14685021	-0.15432511	-0.21769735	0.1213852	0.2116912	-0.022443045	-0.28473812	0.34517124	-0.115473226	-0.098051555	0.07621866	0.0023714025	0.19009198	-0.4475042	0.13701852	0.35367447	-0.15450327	-0.35164952	0.45354274	0.2222338	0.22986832	0.122593366	0.05688192	0.20011985	0.08534408	0.30492434	-0.42129377	-0.19717722	-0.18521902	0.10374265	0.26956466	-0.12103897	0.22555041	0.0994792	-0.22521146	-0.02900651	-0.2990245	0.2353399	-0.16708234	0.1889779	-0.4085141	0.031036975	0.23896407	-0.022637958	-0.058499932	0.08967716	-0.1798416	-0.2661779	0.274062	0.2739275	-0.3062901	0.0653677	-0.020010741	0.0525267	-0.22333887	-0.09505073	0.11939718	-0.29754272	-0.1274411	0.117950946	0.46546575	0.49718726	-0.4349142	0.3235783	0.28334442	-0.27138513	0.17330986	-0.056400206	0.2687578	-0.08942672	

-0.70671123	1.0075711	-0.15800452	0.017524246	0.03327782	-0.061033398	-0.44863778	0.18868487	-0.21730094	0.47142816	0.21883553	-0.28189138	-0.5503432	0.07724486	-0.36483285	0.37166107	-0.10471261	-0.24505077	-0.0874018	0.10811667	0.0932032	-0.59972364	0.098954424	-0.020201316	0.039651103	0.12191737	-0.1995018	-0.349489	0.068517946	0.21526307	-0.027978173	-0.24114977	0.26944867	-0.2602006	0.037289582	0.0031574126	0.20116726	-0.24059282	0.045902338	-0.17858258	0.041767254	-0.19743097	0.3214472	0.13963667	0.13700119	0.28444934	-0.15925674	0.20546956	-0.22484027	-0.0005473051	-0.2194553	0.06548761	-0.47492194	0.210318	0.40168446	0.042235572	-0.70304084	0.1872701	0.19251917	0.011490793	-0.15470313	0.037251204	0.15450022	-0.12152823	-0.19810675	-0.04572627	0.31052315	0.15322778	0.19081855	0.17134908	-0.096453995	0.16674437	-0.10765208	0.05699124	0.07699846	0.11162547	0.07434353	-0.014836725	-0.12596563	-0.16871342	-0.076177	0.14208019	0.0910802	-0.15591891	-0.15606801	-0.15108214	0.111085676	0.079794556	0.09165995	0.13462928	-0.05886073	0.07264117	0.117482744	0.13122644	-0.11124405	0.13079105	-0.048829366	0.19999264	0.061927747	-0.11679453	

-0.8637114	0.7838733	-0.42724103	0.18881859	0.14012463	0.16485195	-0.17879541	-0.14186867	-0.12847885	-0.11220975	0.528171	-0.27198848	-0.41696152	0.027491769	-0.33881325	0.22665519	-0.09293211	-0.35934332	-0.56001323	0.15183422	-0.51753145	-0.75893116	0.4403788	0.19014114	-0.32389194	0.30173036	-0.18848534	-0.2163095	-0.13814832	0.41900745	-0.08397296	-0.2760938	0.099544495	-0.22853553	-0.2127858	-0.0110325245	0.070333816	-0.12612432	0.29649562	-0.10351527	-0.16992708	-0.22625585	0.10735502	0.15397666	-0.029784305	0.027574917	-0.22821666	0.23583971	-0.27240583	0.120040484	-0.1933579	0.18968546	-0.008388168	0.040181506	0.06360533	0.023846667	-0.17700967	0.036665555	-0.007224729	-0.03905775	-0.12084428	0.02786219	0.05210691	-0.12981656	-0.32238168	-0.100698054	0.08038652	0.11127068	0.11107142	0.020492613	-0.039851375	0.029895939	-0.023547117	0.164116	0.12192889	0.10358353	0.12707356	-0.14359571	-0.058682974	-0.15338653	-0.23288366	-0.025446102	0.100426175	-0.3601195	-0.03463321	-0.047179874	-0.186556	0.04117113	-0.14118624	0.09001527	-0.06989849	-0.07558848	0.2192602	0.06250943	-0.041766655	-0.010978588	-0.031816956	0.4136489	0.17421407	0.003500421	

-1.0635202	0.7164861	-0.41816437	0.44430423	0.026692882	0.23249483	-0.19846456	-0.06329831	0.20819232	0.019608786	-0.04659932	0.053254157	-0.2593072	0.13452084	-0.31244344	-0.0046846974	0.36146843	-0.3101263	-0.08814024	0.17144553	0.03617093	-0.06082373	-0.28612334	0.023480892	0.23054357	0.1536349	-0.025456015	0.16035862	-0.38372424	0.13898882	0.054328103	0.2627867	0.10827193	-0.24936466	-0.10779516	-0.025746344	0.056476757	0.21164247	-0.03931541	-0.026102792	-0.3165373	-0.19060567	-0.004504753	0.17452458	0.1751448	-0.2182878	-0.21125689	-0.6679759	0.21428758	0.07917161	0.10021606	-0.4482565	-0.011567155	-0.3019031	-0.12922253	-0.16341943	-0.34925756	0.0671981	0.21761549	-0.11287208	0.34311923	0.17682515	-0.016940309	-0.0010207773	-0.11619869	-0.2041539	-0.1856551	-0.00014576927	-0.20147617	0.26917604	-0.010054446	0.13580938	-0.10016994	-0.11095929	-0.036515605	-0.071681835	-0.21548992	-0.030640787	0.19776699	0.09947137	-0.099556535	0.18163931	-0.06643476	0.03908022	0.22968572	-0.032112934	0.013392407	0.039796185	0.15448803	0.1570262	0.11037775	-0.17420273	-0.08129454	-0.046785247	-0.055780083	0.010706898	-0.100058116	0.020549864	-0.111918576	0.04183601	

-1.0148041	0.6793479	-0.43409202	0.42955214	0.037493154	0.19848944	-0.20658822	-0.065362364	0.22514863	0.00070158124	-0.039998837	0.07169746	-0.23181447	0.12863612	-0.32570064	0.031716913	0.35407656	-0.29390457	-0.06947236	0.13750409	0.025154598	-0.07350872	-0.33410683	0.037042536	0.22908847	0.17714638	-0.016008632	0.13003165	-0.38513345	0.12891063	0.042423643	0.2702592	0.12034257	-0.23233898	-0.07666371	-0.03083617	-0.0048335213	0.1961799	-0.033178553	-0.011006745	-0.33801186	-0.19030556	-0.0005176195	0.15933749	0.17948794	-0.18990713	-0.21774074	-0.6899535	0.23847526	0.0779638	0.094240956	-0.4486344	0.0031628986	-0.25920945	-0.1351765	-0.16145906	-0.34579667	0.068813615	0.22282214	-0.14189135	0.3367376	0.15802185	-0.020004705	-0.009787031	-0.09258143	-0.20725429	-0.1953128	-0.03829366	-0.2232386	0.27503905	-0.026823238	0.13962261	-0.09178687	-0.14277185	-0.038515747	-0.07808495	-0.22593534	-0.043637905	0.20489861	0.069276415	-0.12430909	0.16226134	-0.07281539	0.09260719	0.2445262	-0.020346874	-0.003526715	0.06903977	0.15097131	0.14780942	0.09865871	-0.16401152	-0.07348253	-0.04869941	-0.06824695	0.011163711	-0.11770038	0.012091089	-0.11689495	0.043371573	

